Date,Open,High,Low,Close,Adj Close,Volume
2023-07-25,1.281246,1.287730,1.281066,1.281263,1.281263,0
2023-07-26,1.289341,1.293628,1.287614,1.289391,1.289391,0
2023-07-27,1.292858,1.299545,1.282726,1.292725,1.292725,0
2023-07-28,1.279427,1.288527,1.276471,1.279378,1.279378,0
2023-07-31,1.285380,1.287333,1.282956,1.285397,1.285397,0
2023-08-01,1.283203,1.283862,1.274161,1.283401,1.283401,0
2023-08-02,1.279116,1.279738,1.268183,1.279574,1.279574,0
2023-08-03,1.271763,1.272848,1.262594,1.272038,1.272038,0
2023-08-04,1.271617,1.278266,1.269164,1.271634,1.271634,0
2023-08-07,1.275120,1.278609,1.271391,1.274795,1.274795,0
2023-08-08,1.278593,1.278593,1.268585,1.278200,1.278200,0
2023-08-09,1.274437,1.277841,1.271246,1.274161,1.274161,0
2023-08-10,1.271892,1.281132,1.271084,1.272006,1.272006,0
2023-08-11,1.266624,1.273707,1.266624,1.267009,1.267009,0
2023-08-14,1.269503,1.271634,1.261909,1.269503,1.269503,0
2023-08-15,1.268617,1.275266,1.267700,1.268520,1.268520,0
2023-08-16,1.270019,1.276585,1.268842,1.270132,1.270132,0
2023-08-17,1.272702,1.278674,1.270519,1.272815,1.272815,0
2023-08-18,1.274795,1.276634,1.269084,1.275022,1.275022,0
2023-08-21,1.274177,1.276503,1.271100,1.274194,1.274194,0
2023-08-22,1.276129,1.280098,1.272103,1.276080,1.276080,0
2023-08-23,1.273172,1.276406,1.261639,1.273156,1.273156,0
2023-08-24,1.272087,1.272896,1.262945,1.272054,1.272054,0
2023-08-25,1.259335,1.264702,1.254878,1.259287,1.259287,0
2023-08-28,1.259192,1.261066,1.256739,1.258970,1.258970,0
2023-08-29,1.261300,1.263568,1.256392,1.261114,1.261114,0
2023-08-30,1.263903,1.274372,1.262005,1.263679,1.263679,0
2023-08-31,1.271310,1.273463,1.265438,1.271179,1.271179,0
2023-09-01,1.267138,1.271003,1.259049,1.267283,1.267283,0
2023-09-04,1.259129,1.264350,1.258907,1.259145,1.259145,0
2023-09-05,1.262626,1.263185,1.252944,1.262307,1.262307,0
2023-09-06,1.256834,1.258827,1.248486,1.257055,1.257055,0
2023-09-07,1.249953,1.250797,1.244865,1.249875,1.249875,0
2023-09-08,1.247552,1.251314,1.246883,1.247505,1.247505,0
2023-09-11,1.248907,1.254752,1.248377,1.248999,1.248999,0
2023-09-12,1.250750,1.252176,1.246075,1.250876,1.250876,0
2023-09-13,1.249531,1.251157,1.244245,1.249172,1.249172,0
2023-09-14,1.248767,1.250704,1.240341,1.248954,1.248954,0
2023-09-15,1.240049,1.244555,1.238651,1.240187,1.240187,0
2023-09-18,1.239757,1.241034,1.237118,1.239757,1.239757,0
2023-09-19,1.238605,1.242437,1.237180,1.238375,1.238375,0
2023-09-20,1.239342,1.240941,1.233715,1.239357,1.239357,0
2023-09-21,1.232757,1.233167,1.224800,1.232894,1.232894,0
2023-09-22,1.229211,1.229226,1.223436,1.229423,1.229423,0
2023-09-25,1.224275,1.225190,1.219602,1.224185,1.224185,0
2023-09-26,1.221434,1.221523,1.216086,1.221314,1.221314,0
2023-09-27,1.214654,1.216427,1.212959,1.214683,1.214683,0
2023-09-28,1.213725,1.222345,1.212121,1.213533,1.213533,0
2023-09-29,1.220852,1.227144,1.218249,1.220480,1.220480,0
2023-10-02,1.219111,1.221956,1.211637,1.219304,1.219304,0
2023-10-03,1.208883,1.210097,1.205458,1.209117,1.209117,0
2023-10-04,1.207846,1.217597,1.204253,1.207846,1.207846,0
2023-10-05,1.213651,1.217389,1.210903,1.213740,1.213740,0
2023-10-06,1.218873,1.226076,1.210771,1.218769,1.218769,0
2023-10-09,1.222195,1.222434,1.216427,1.222090,1.222090,0
2023-10-10,1.225250,1.228773,1.221329,1.225040,1.225040,0
2023-10-11,1.229196,1.233608,1.227054,1.229136,1.229136,0
2023-10-12,1.231694,1.233076,1.220718,1.231633,1.231633,0
2023-10-13,1.218398,1.222345,1.213268,1.218324,1.218324,0
2023-10-16,1.215480,1.219959,1.214432,1.215377,1.215377,0
2023-10-17,1.221255,1.221687,1.213474,1.221150,1.221150,0
2023-10-18,1.217804,1.221165,1.214034,1.217878,1.217878,0
2023-10-19,1.214359,1.215894,1.209278,1.214344,1.214344,0
2023-10-20,1.213725,1.216027,1.209482,1.213725,1.213725,0
2023-10-23,1.216382,1.223616,1.214329,1.216397,1.216397,0
2023-10-24,1.225145,1.228833,1.215953,1.225025,1.225025,0
2023-10-25,1.216323,1.217730,1.211563,1.216190,1.216190,0
2023-10-26,1.210214,1.213195,1.207044,1.210346,1.210346,0
2023-10-27,1.213607,1.216175,1.210654,1.213710,1.213710,0
2023-10-30,1.211314,1.216589,1.209263,1.211372,1.211372,0
2023-10-31,1.216520,1.219929,1.212004,1.216575,1.216575,0
2023-11-01,1.215126,1.216515,1.209775,1.215214,1.215214,0
2023-11-02,1.218428,1.222419,1.215643,1.218220,1.218220,0
2023-11-03,1.219096,1.237455,1.218546,1.219185,1.219185,0
2023-11-06,1.237226,1.242946,1.236690,1.237379,1.237379,0
2023-11-07,1.234446,1.234760,1.227717,1.234553,1.234553,0
2023-11-08,1.229015,1.230133,1.224335,1.229181,1.229181,0
2023-11-09,1.228607,1.230921,1.225385,1.228501,1.228501,0
2023-11-10,1.221598,1.223825,1.218903,1.221702,1.221702,0
2023-11-13,1.223032,1.227175,1.222464,1.222823,1.222823,0
2023-11-14,1.228034,1.248798,1.226542,1.228064,1.228064,0
2023-11-15,1.249407,1.249922,1.240572,1.249453,1.249453,0
2023-11-16,1.242375,1.245516,1.237823,1.242236,1.242236,0
2023-11-17,1.241573,1.244245,1.237593,1.241496,1.241496,0
2023-11-20,1.245407,1.251016,1.244679,1.245454,1.245454,0
2023-11-21,1.250907,1.255840,1.250578,1.250907,1.250907,0
2023-11-22,1.254548,1.254878,1.244927,1.254422,1.254422,0
2023-11-23,1.249110,1.256281,1.248985,1.249001,1.249001,0
2023-11-24,1.253290,1.261670,1.252536,1.253353,1.253353,0
2023-11-27,1.260097,1.264414,1.259208,1.260033,1.260033,0
2023-11-28,1.263568,1.271407,1.260827,1.263440,1.263440,0
2023-11-29,1.271343,1.273253,1.266641,1.271230,1.271230,0
2023-11-30,1.269583,1.271003,1.260557,1.269640,1.269640,0
2023-12-01,1.263185,1.268971,1.261607,1.263169,1.263169,0
2023-12-04,1.271213,1.271278,1.260573,1.271310,1.271310,0
2023-12-05,1.263408,1.265054,1.258336,1.263408,1.263408,0
2023-12-06,1.259493,1.261384,1.258178,1.259446,1.259446,0
2023-12-07,1.255800,1.259382,1.254548,1.255871,1.255871,0
2023-12-08,1.258810,1.260112,1.250469,1.258954,1.258954,0
2023-12-11,1.255745,1.259129,1.253588,1.255477,1.255477,0
2023-12-12,1.255414,1.260843,1.251862,1.255461,1.255461,0
2023-12-13,1.256970,1.257071,1.250625,1.257071,1.257071,0
2023-12-14,1.262164,1.277906,1.261416,1.262292,1.262292,0
2023-12-15,1.277107,1.279100,1.268553,1.277139,1.277139,0
2023-12-18,1.267283,1.270357,1.263057,1.267234,1.267234,0
2023-12-19,1.265342,1.276145,1.265022,1.265182,1.265182,0
2023-12-20,1.273075,1.273107,1.263280,1.273269,1.273269,0
2023-12-21,1.264063,1.269213,1.261479,1.264127,1.264127,0
2023-12-22,1.268617,1.274535,1.268070,1.268499,1.268499,0
2023-12-25,1.267700,1.274665,1.267700,1.267700,1.267700,0
2023-12-26,1.270487,1.271941,1.268553,1.270487,1.270487,0
2023-12-27,1.272831,1.280115,1.270051,1.272718,1.272718,0
2023-12-28,1.280229,1.282676,1.274015,1.280082,1.280082,0
2023-12-29,1.273545,1.277253,1.270277,1.273399,1.273399,0
2024-01-01,1.273000,1.273300,1.269358,1.273000,1.273000,0
2024-01-02,1.272848,1.276064,1.261241,1.272880,1.272880,0
2024-01-03,1.262371,1.265246,1.261830,1.262307,1.262307,0
2024-01-04,1.267524,1.272815,1.265791,1.267427,1.267427,0
2024-01-05,1.268215,1.277009,1.261289,1.268408,1.268408,0
2024-01-08,1.271698,1.276503,1.267507,1.271779,1.271779,0
2024-01-09,1.274194,1.276503,1.269164,1.274519,1.274519,0
2024-01-10,1.271456,1.274210,1.268730,1.271294,1.271294,0
2024-01-11,1.274519,1.277465,1.269100,1.274519,1.274519,0
2024-01-12,1.277955,1.278462,1.272135,1.277776,1.277776,0
2024-01-15,1.273642,1.274015,1.271423,1.273658,1.273658,0
2024-01-16,1.271715,1.271715,1.262100,1.271617,1.271617,0
2024-01-17,1.263920,1.269551,1.259747,1.263855,1.263855,0
2024-01-18,1.267765,1.270487,1.265054,1.267684,1.267684,0
2024-01-19,1.271197,1.271617,1.266320,1.270987,1.270987,0
2024-01-22,1.270083,1.273075,1.268826,1.269986,1.269986,0
2024-01-23,1.270826,1.274714,1.265534,1.270696,1.270696,0
2024-01-24,1.269422,1.277368,1.268681,1.269197,1.269197,0
2024-01-25,1.271844,1.274226,1.269293,1.271876,1.271876,0
2024-01-26,1.270696,1.275754,1.267732,1.270826,1.270826,0
2024-01-29,1.269712,1.271941,1.266320,1.269761,1.269761,0
2024-01-30,1.271407,1.272135,1.264286,1.271326,1.271326,0
2024-01-31,1.269519,1.274925,1.266785,1.269551,1.269551,0
2024-02-01,1.268070,1.272540,1.262629,1.267845,1.267845,0
2024-02-02,1.274730,1.277286,1.262371,1.274730,1.274730,0
2024-02-05,1.261686,1.262993,1.252003,1.262196,1.262196,0
2024-02-06,1.253447,1.259462,1.253447,1.253447,1.253447,0
2024-02-07,1.260398,1.264191,1.259763,1.260653,1.260653,0
2024-02-08,1.262754,1.263903,1.257482,1.262738,1.262738,0
2024-02-09,1.262148,1.264223,1.260097,1.262053,1.262053,0
2024-02-12,1.263871,1.265406,1.260748,1.263727,1.263727,0
2024-02-13,1.262754,1.268343,1.257782,1.262754,1.262754,0
2024-02-14,1.259129,1.261099,1.253698,1.259065,1.259065,0
2024-02-15,1.256818,1.259652,1.254264,1.256834,1.256834,0
2024-02-16,1.259922,1.260239,1.255445,1.259922,1.259922,0
2024-02-19,1.261114,1.262977,1.258336,1.261114,1.261114,0
2024-02-20,1.258827,1.266705,1.258020,1.258764,1.258764,0
2024-02-21,1.262642,1.263791,1.260398,1.262738,1.262738,0
2024-02-22,1.263887,1.270971,1.261257,1.263807,1.263807,0
2024-02-23,1.266143,1.270180,1.264974,1.266368,1.266368,0
2024-02-26,1.267106,1.269954,1.265727,1.267267,1.267267,0
2024-02-27,1.268456,1.269690,1.266191,1.268456,1.268456,0
2024-02-28,1.268070,1.268424,1.262467,1.268166,1.268166,0
2024-02-29,1.266191,1.268215,1.262913,1.266304,1.266304,0
2024-03-01,1.262722,1.265615,1.260112,1.262547,1.262547,0
2024-03-04,1.266127,1.270664,1.265679,1.266031,1.266031,0
2024-03-05,1.269036,1.273350,1.267267,1.269197,1.269197,0
2024-03-06,1.270503,1.276112,1.269036,1.270487,1.270487,0
2024-03-07,1.273642,1.279885,1.272394,1.273545,1.273545,0
2024-03-08,1.281378,1.289058,1.280197,1.281558,1.281558,0
2024-03-11,1.285611,1.286240,1.279607,1.285512,1.285512,0
2024-03-12,1.281854,1.282545,1.274827,1.281981,1.281981,0
2024-03-13,1.279656,1.280902,1.277612,1.279591,1.279591,0
2024-03-14,1.280197,1.282347,1.273075,1.280213,1.280213,0
2024-03-15,1.274649,1.275917,1.273075,1.274584,1.274584,0
2024-03-18,1.273188,1.274860,1.272265,1.273139,1.273139,0
2024-03-19,1.272718,1.272912,1.266978,1.272718,1.272718,0
2024-03-20,1.271779,1.273010,1.268504,1.271941,1.271941,0
2024-03-21,1.279836,1.280393,1.266047,1.279836,1.279836,0
2024-03-22,1.266143,1.267588,1.257735,1.266191,1.266191,0
2024-03-25,1.259795,1.265182,1.259271,1.259795,1.259795,0
2024-03-26,1.263695,1.266785,1.262594,1.263791,1.263791,0
2024-03-27,1.262834,1.263903,1.260605,1.262850,1.262850,0
2024-03-28,1.261710,1.264974,1.258650,1.261670,1.261670,0
2024-03-29,1.262419,1.264814,1.261034,1.262626,1.262626,0
2024-04-01,1.263823,1.264382,1.254076,1.263727,1.263727,0
2024-04-02,1.254752,1.257862,1.254076,1.254548,1.254548,0
2024-04-03,1.257656,1.263552,1.256360,1.257688,1.257688,0
2024-04-04,1.265390,1.268166,1.264542,1.265182,1.265182,0
2024-04-05,1.263967,1.265006,1.257577,1.264019,1.264019,0
2024-04-08,1.262626,1.265583,1.261352,1.262531,1.262531,0
2024-04-09,1.265983,1.270906,1.265022,1.265871,1.265871,0
2024-04-10,1.267769,1.270535,1.253494,1.267765,1.267765,0
2024-04-11,1.253698,1.257767,1.251170,1.253761,1.253761,0
2024-04-12,1.255635,1.255887,1.242885,1.255477,1.255477,0
2024-04-15,1.246013,1.249844,1.244354,1.246184,1.246184,0
2024-04-16,1.244694,1.247349,1.241140,1.244741,1.244741,0
2024-04-17,1.243101,1.248175,1.241773,1.243101,1.243101,0
2024-04-18,1.245361,1.248455,1.243781,1.245377,1.245377,0
2024-04-19,1.243626,1.246883,1.239203,1.243766,1.243766,0
2024-04-22,1.237624,1.239265,1.230118,1.237578,1.237578,0
2024-04-23,1.235010,1.245795,1.233335,1.235025,1.235025,0
2024-04-24,1.245501,1.246727,1.242390,1.245330,1.245330,0
2024-04-25,1.245966,1.252348,1.245578,1.245951,1.245951,0
2024-04-26,1.250797,1.254154,1.245066,1.250907,1.250907,0
2024-04-29,1.251095,1.255493,1.250844,1.251048,1.251048,0
2024-04-30,1.255997,1.256281,1.250563,1.255982,1.255982,0
2024-05-01,1.248938,1.249844,1.246821,1.249016,1.249016,0
2024-05-02,1.253714,1.254705,1.247287,1.253934,1.253934,0
2024-05-03,1.253997,1.262945,1.252992,1.254060,1.254060,0
2024-05-06,1.254107,1.259430,1.253950,1.254107,1.254107,0
2024-05-07,1.255997,1.257024,1.253164,1.255982,1.255982,0
2024-05-08,1.250328,1.250563,1.246727,1.250141,1.250141,0
2024-05-09,1.249360,1.252066,1.244911,1.249328,1.249328,0
2024-05-10,1.252536,1.254154,1.250391,1.252568,1.252568,0
2024-05-13,1.252348,1.256913,1.251862,1.252285,1.252285,0
2024-05-14,1.255966,1.259303,1.251173,1.256187,1.256187,0
2024-05-15,1.258463,1.267106,1.258463,1.258527,1.258527,0
2024-05-16,1.268923,1.270051,1.264542,1.269003,1.269003,0
2024-05-17,1.267267,1.270858,1.264542,1.267201,1.267201,0
2024-05-20,1.270793,1.271294,1.269148,1.270648,1.270648,0
2024-05-21,1.271052,1.272734,1.269293,1.271084,1.271084,0
2024-05-22,1.271036,1.276129,1.270099,1.271133,1.271133,0
2024-05-23,1.272087,1.274697,1.270616,1.272103,1.272103,0
2024-05-24,1.269374,1.275136,1.268279,1.269406,1.269406,0
2024-05-27,1.273447,1.277900,1.273447,1.273610,1.273610,0
2024-05-28,1.277270,1.279984,1.276308,1.277237,1.277237,0
2024-05-29,1.276000,1.277172,1.270713,1.275836,1.275836,0
2024-05-30,1.269825,1.274762,1.268183,1.269799,1.269799,0
2024-05-31,1.273026,1.276552,1.270164,1.273042,1.273042,0
2024-06-03,1.274405,1.279394,1.269551,1.274372,1.274372,0
2024-06-04,1.281017,1.281723,1.274437,1.281017,1.281017,0
2024-06-05,1.277302,1.279525,1.275771,1.277302,1.277302,0
2024-06-06,1.279394,1.281066,1.276552,1.279476,1.279476,0
2024-06-07,1.279427,1.281082,1.271747,1.279329,1.279329,0
2024-06-10,1.272870,1.273237,1.268907,1.272945,1.272945,0
2024-06-11,1.272588,1.274941,1.270761,1.272637,1.272637,0
2024-06-12,1.273837,1.286008,1.273360,1.274048,1.274048,0
2024-06-13,1.279673,1.280607,1.275283,1.279623,1.279623,0
2024-06-14,1.275445,1.276487,1.265807,1.275510,1.275510,0
2024-06-17,1.268392,1.269084,1.265983,1.268311,1.268311,0
2024-06-18,1.271423,1.272038,1.266945,1.271600,1.271600,0
2024-06-19,1.270826,1.273999,1.270245,1.270745,1.270745,0
2024-06-20,1.272087,1.272087,1.266705,1.272200,1.272200,0
2024-06-21,1.266047,1.266978,1.262563,1.266047,1.266047,0
2024-06-24,1.263967,1.269841,1.263360,1.263903,1.263903,0
2024-06-25,1.268311,1.270245,1.267154,1.268343,1.268343,0
2024-06-26,1.268472,1.269197,1.262084,1.268400,1.268400,0
2024-06-27,1.262148,1.266945,1.261352,1.262180,1.262180,0
2024-06-28,1.264382,1.266175,1.262021,1.264574,1.264574,0
2024-07-01,1.265022,1.269535,1.263743,1.264862,1.264862,0
2024-07-02,1.264622,1.268536,1.261639,1.264574,1.264574,0
2024-07-03,1.268810,1.277710,1.267909,1.269036,1.269036,0
2024-07-04,1.274778,1.276732,1.274048,1.274778,1.274778,0
2024-07-05,null,null,null,null,null,null
2024-07-08,1.280738,1.284687,1.280246,1.280651,1.280651,0
2024-07-09,1.281470,1.282462,1.277923,1.281558,1.281558,0
